un,uid,iu,mid,mc,srn,run,ruid,rmc,pu,rrc,rcc,rpage,rpt,rc,cc,page,pt
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,這是最近讓我最開心和滿足的事~煮菜給我心愛的家人吃，看著他們狼吞虎嚥~,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CgidalbO4?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-05-04 17:41
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,新機器做出的三明治，女兒讚不絕口!用Jack Johson一起迎接女兒周一上學的 blablabla……心情~,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CgeaZ5z2R?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-05-04 07:24
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,"新機器真的好玩耶!用藍調迎接女兒的早晨，女兒問:那個男的唱歌幹嘛一直一樣!come on,blues就是那麼隨性~妳們愛唱let it go和小蘋果的孩童是不會懂的~",Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CfVsIqNoP?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-05-02 07:46
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,今日晚餐~我，雖傷，但手藝依舊(^_-),Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CfPSs3chE?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-05-01 17:33
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,快了~,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CfMMG1L1z?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-05-01 09:40
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,今早是蛋包飯和小蛋包飯糰帶到學校，用 Norah Jones 迎接女兒的早晨，希望她們上課盡量愉快~,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CfLUSwyv1?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-05-01 07:28
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,今早老大要鬆餅，老二要法國吐司，只好都做，但是是開心的做!因為她們都會說:媽媽做的最好吃!今天煎鬆餅一直滑成長方形或橢圓形，不知怎麼搞的?但女兒看了也很樂，因為我跟她說:媽媽是史上煎鬆餅最不圓的人~用James Bay(音樂)迎接早晨!早安~,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CfCTEmYnZ?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-30 08:30
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,今晚菜色~,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CfxjUbCpY?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-29 18:18
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,今天用法國吐司和Amy winehouse迎接女兒的早晨~,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CfsVQChAO?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-29 07:08
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,今天用鬆餅和放克音樂迎接女兒起床!整個動起來~,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CfjDaDPHG?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-28 07:27
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,就是不肯好好拍照!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/Cff8P4u29?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-27 20:01
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,為什麼半夜一定會起床尿尿，而且睏意全失!旁邊那位朋友熟睡的跟嬰兒一樣，呼聲時大時小，真想踹他一腳~或跟他聊聊明天早餐吃什麼?,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CfcpxauQS?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-27 13:04
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,"剛剛老公幫我洗頭，雖然幾度脖子快炸了,但還是很感動!不舒服時最能深刻體會家人的愛，我真的很幸福，雖然衰事連連，但至少我有愛我的家人!不過許老三剛看到我回家時，有傻眼倒退了一步，我說:我還是愛你的媽媽啊!她才漸漸卸下心房~現在又纏著我不放，這就是愛啊!",Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CeBc7kKSS?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-23 14:20
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,女兒抱著我說媽媽好可憐喔！然後送我這張卡片，我一定要趕快好起來,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/Cetw7nRgg?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-22 18:47
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,昨天開開心心跟老公和朋友去騎腳踏車，結果下坡失速，整個人飛出去臉著地， 當場叫救護車，真的嚇死跟痛死了!謝謝姐姐幫我代班，謝謝老公照顧，謝謝救護人員! 騎車真的要戴安全帽! 我看我得去拜個拜還什麼的!謝謝大家關心,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CepK0vuQn?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-22 09:10
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,媽~謝謝妳生了兩個姐姐給我!我在姐姐家吃她做的咖哩，聊我們彼此的生活，把我們的小孩丟在一起玩~沒有姐姐，我該怎麼辦啊?以後我女兒就會跟我說一樣的話了!生出姐妹的媽媽們，恭禧你們!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/Ce0YlqtGo?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-19 18:07
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,謝謝今天有來的朋友，尤其當我一邊離場你們一邊搶著要跟我合照的場面，完全營造出巨星的氣氛!其實人也沒多到哪~當然寶哥的保鑣組幫了很大的忙，6個黑西裝的一站出來，能不像巨星嗎！特別謝謝神秘組織的髮篐，我可以不用跟阿源要回來了！,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CdZVDwY1n?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-19 15:27
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,準備上台~,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CdZbRD18P?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-19 13:35
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,怎麼會這麼好玩啦！,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CdREExWCt?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-18 18:24
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,今天焗烤雞肉通心粉，煎鱈魚，煎牛排，玉米湯!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CdRhgymI6?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-18 17:26
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,新的減肥法:拉完筋之後，放嘻哈音樂，扭腰擺臀，騷首弄姿20-30分鐘，全身大汗還可以訓練肢體靈活，心肺，核心都有顧到，而且很好玩!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CdPtH60X5?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-18 12:51
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,晚安，祝大家無夢到天亮~,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CdJX54ZQf?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-17 22:47
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,米香花，好可愛,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CdESgBE0Q?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-17 09:51
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,昨天我在廁所擦乳液，二女兒跑進來問我:姐姐呢？我說:書房吧！她說:沒有啊！我說:阿嬤房間吧！她說:也沒有啊！我說:那應該就是在四度空間吧！  她就安靜的離開了!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CdEKaiY2k?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-17 09:31
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,蝦子成功了！老公吃光光~其他的菜也被女兒吃光，好幸福好有成就感! 台東池上香米，讓人停不下來~能在36歲又找到一件令人充滿熱情的事，太開心啦！,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CdyyG84iL?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-16 17:47
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,到底要吸到幾歲？,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/Cdx4VzXPJ?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-16 14:01
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,謝謝國倫老師@黃國倫老師 的邀請，非常榮幸能參加這麼有意義的活動! #为盲童读诗#@阿雅@黑人建州 O微博视频,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CdwQBBUiQ?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-16 13:25
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,新兒童樂園好棒，可惜寶貝能玩的不多!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CdrrYxynm?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-15 23:41
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,在想明晚的菜色!老公在睡前落下一句:想吃蝦!就開始大打呼，還好有icook和會做菜的表姐讓我詢問，想到明天的行程就好興奮!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CdrpLs4cc?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-15 23:35
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,結果更遜的是，我把ntc取消了！不過決定帶寶貝出去玩!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CdcUjAxR4?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-14 10:40
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,早上起床竟然喉嚨啞了，全身酸痛，不敢想阿妹會有多累，真的是令人佩服的五體投地 ! 問題是，我也太遜了吧！等會來ntc一下，把體力和精神喚醒!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CdcU61Sjr?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-14 10:39
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,不管是阿密特還是阿妹，我都崇拜!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CdcTQlrpZ?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-14 10:38
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,除了老人和耳背的人或喝茫的人，講話那麼大聲，都顯得智商不高~我們聽得見，何需吼?,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CcwJKcGEY?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-09 23:18
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,終於到家了，我要好好的躺著，10歲以下的請不要來跟我說話!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/Cc3DHm8UK?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-06 21:14
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,長風海洋世界，孩子們玩得好開心!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CbLGDySpk?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-04 23:31
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,Good morning~屎意濃，發完就要去~that's why 我愛咖啡和地瓜 in the morning!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CbnbYv78W?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-04-02 09:10
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,我在乾扁的過程中是出了什麼問題?把四季豆搞成這樣!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CaYcOysQ0?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-30 17:33
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,成功做出四道菜~但乾扁四季豆毀了!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CaYchc4el?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-30 17:32
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,買了新的餐墊，好開心~,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CaXzV5ymx?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-30 15:57
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,"Mommy,這部片實在太好看了，一邊看一邊驚嘆演員的演技，男主角好有魅力!",Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CaWDFhcxg?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-30 13:34
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,今天公公來台北，做個三杯雞，乾扁四季豆，紅燒豆腐，煮花椰菜，炒青江菜嚇嚇他，成品跟結果今晚再補，好怕公公太愛我(╯з╰),Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/CaVrptVQv?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-30 10:31
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,戴上墨鏡什麼都可以遮住~心情，狀態，歲月…但會影響聽力.,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/Caur1vrrg?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-27 13:46
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,雖然生重病，但還是做了紅燒牛肉麵給女兒吃!我老公說以後我失業可以去賣牛肉麵!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/Ca3Lh3m5N?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-24 17:52
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,@梁詠琪 恭喜你們！祝你們全家幸福、平安~,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/C9qNe4kCs?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-20 14:39
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,掃光，你說我能不做下去嗎？玉米留著for消夜!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/C9iCl1Maw?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-19 17:51
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,又一頓~,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/C9ini9DDO?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-19 17:13
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,準備好了，就差下鍋!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/C9hQpynJT?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-19 15:52
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,好美//@陈漫ChenMan:,Android客户端,NULL,NULL,漫姐@陈漫ChenMan 年前远赴美国为Rihanna@Rihanna_official 《时尚芭莎》杂志@时尚芭莎 拍摄双封面现已上市啦@苏芒 @左敏杰KT @范晓牧 ORihanna《时尚芭莎》杂志四月刊上双封面上市,NULL,0,0,http://www.weibo.com/2005595401/C98ho1Ql0,2015-03-18 15:31,0,0,http://www.weibo.com/1704116960/C9b8puZo5?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-18 22:48
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,三小進軍雜技團~,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/C9aWohiWJ?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-18 22:18
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,誰在我背後鬼鬼祟祟!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/C9aUlfEBu?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-18 22:13
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,紅酒燉牛肉加兩道配角，和雞肉磨菇蒸飯~和一杯倒進鍋子前留下的一杯紅酒~,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/C8Qdhdd1K?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-16 17:32
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,Baby ~我愛你，謝謝你~謝謝你那麼愛我，幫我倒水煮消夜，謝謝你叫我不要喝太多酒，謝謝你叫我多運動少吃垃圾食物，謝謝你讓我生出三個小天使，謝謝你擁抱2天沒洗澡的老婆，謝謝你愛我和我的家人!謝謝~,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/C8z3rfyJe?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-14 21:51
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,宏恩，說真的，你很棒!,Android客户端,NULL,NULL,总从王宏恩的歌声和表情里，听到他的委屈。这次，黑人陈建州都从台湾飞过来，为他加油，王宏恩的好运，应该来了,NULL,0,0,http://www.weibo.com/1625956540/C8uRi98pD,2015-03-14 11:10,0,0,http://www.weibo.com/1704116960/C8yGMbLNa?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-14 20:55
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,今天掛上了，歡迎大家來'靠邊走藝術空間'參觀，現場看我那幅真的很可憐!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/C8vLW424C?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-14 13:30
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,大廚臉!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/C8p8npBKc?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-13 20:36
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,我是廚師!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/C8o8YiTqa?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-13 18:04
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,今晚要再挑戰四樣新菜，成功再po!最期待一邊做一邊喝!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/C8mpW9ael?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-13 13:41
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,"我要好好過我的人生!常常要跳脫出來感謝，感謝我擁有的一切!偶爾會迷失在抱怨中,忘了自己有多麼的幸運，不管什麼樣的人生和生活，只要你跳出來感謝，都會找到美好的事~當然我知道自己已經很lucky,但人類總是不習慣大講自己有多好~ps.主要是這張還蠻漂亮的!",Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/C87oaxP2g?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-11 23:25
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,今天是雞肉咖哩飯和日式玉米湯~超好吃!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/C7VF0a09E?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-10 17:34
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,"我的小bubu,小阿姨想你~//@阿雅:祝天下的婦女，和未來將成為婦女的女孩們～大吃都不胖！做啥都大發！幸運！幸福！閨蜜成群！善良！健康！",Android客户端,NULL,NULL,38婦女節快樂～,NULL,0,0,http://www.weibo.com/1730336902/C7AS68CC4,2015-03-08 12:38,0,0,http://www.weibo.com/1704116960/C7DmnfGej?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-08 18:58
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,我就知道我是會作菜的人~,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/C7D0W95uF?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-08 18:05
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,今天的成品!我做上癮了啦！雖然蛋破了，但還是很爽!!!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/C7twT9EgT?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-07 17:57
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,怎麼會拉肚子到這種程度!而且是在誠品，穿著靴子一直在書店和廁所之間來回勁走，真的很吵!ps.我未完成的作品，for'靠邊走藝術空間'的公益活動，跟我現在的情況一樣!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/C7qV414q0?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-07 11:18
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,明晚要挑戰這個，和排骨白蘿蔔玉米甜不辣湯，成功再拍給大家看!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/C7m3hamF9?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-06 22:55
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,我最愛的早晨，咖啡.地瓜，ipad看報~,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/C7gFj7D4N?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-06 09:12
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,成功!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/C7b2Vx82s?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-05 18:53
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,你看看這個身材!叫人如何直視!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/C79XAxLVQ?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-05 16:08
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,今天挑戰這個，不知道會不會成功? 開始蒸了!,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/C79WG7H1y?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-05 16:05
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,千手forever~,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/C6TigCykr?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-03 21:42
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,"湯喝完了還能煮粥，明天的晚餐!我已漸漸變成徐媽媽,小梅，你孫女出運了!",Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/C6SSXygud?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-03 20:39
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,湯很成功，現在就等著下麵給女兒吃~,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/C6Reut40Q?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-03 16:27
小S,1704116960,http://tp1.sinaimg.cn/1704116960/180/40090128040/0,NULL,怎麼會有那麼難搞的東西，泡了一小時都沒反應，跩個屁啊！還是我miss掉什麼?,Android客户端,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,0,http://www.weibo.com/1704116960/C6Q6ishfO?from=page_1003061704116960_profile&wvr=6&mod=weibotime,2015-03-03 13:34
